brand,km_driven,fuel,owner,selling_price
Jeep,5765,Petrol,Fourth Owner,523851
Hyundai,46074,Petrol,Second Owner,161689
Skoda,105795,LPG,First Owner,156948
Datsun,163355,LPG,Fourth Owner,575899
Hyundai,104387,Petrol,First Owner,592750
Kia,134841,Petrol,First Owner,139299
Jeep,151878,Diesel,First Owner,394417
Tata,5972,LPG,Second Owner,563622
Hyundai,152328,Diesel,Third Owner,391541
Hyundai,106903,Petrol,Third Owner,223595
Volkswagen,152725,Electric,Fourth Owner,507212
Fiat,106579,Electric,Second Owner,378391
Hyundai,42339,Petrol,Third Owner,325850
Mahindra,159829,LPG,Fourth Owner,536830
Honda,106376,Electric,Fourth Owner,585212
Skoda,45399,LPG,First Owner,554593
Chevrolet,47013,Electric,Second Owner,590209
Mahindra,148778,LPG,Third Owner,468648
Mahindra,172303,Electric,Second Owner,592101
Maruti,30909,LPG,Second Owner,513558
Datsun,191644,Diesel,Third Owner,323827
Renault,197839,LPG,Third Owner,173031
Volkswagen,160541,Diesel,Second Owner,397295
Volvo,135385,Diesel,Fourth Owner,216746
Volvo,141919,Petrol,Second Owner,398255
Datsun,184294,Diesel,Third Owner,367685
Kia,144002,CNG,Second Owner,508018
Kia,6285,Diesel,Third Owner,57882
Toyota,126637,LPG,Fourth Owner,120825
Skoda,38863,Diesel,Second Owner,244145
BMW,150776,LPG,Fourth Owner,217248
BMW,152777,LPG,Second Owner,133081
Isuzu,134627,CNG,Second Owner,211361
Chevrolet,24323,Diesel,Third Owner,159337
Isuzu,73968,Diesel,First Owner,65362
Chevrolet,56915,Electric,Third Owner,530826
BMW,112543,Electric,Second Owner,325927
Fiat,144691,Petrol,First Owner,225234
Toyota,111500,LPG,First Owner,446770
Volkswagen,193346,CNG,Fourth Owner,330917
Skoda,155297,Electric,Second Owner,516910
Isuzu,114266,Diesel,Third Owner,227367
MG,29739,Petrol,First Owner,357784
Chevrolet,181780,CNG,First Owner,508093
Hyundai,131041,Diesel,Third Owner,428324
Isuzu,56019,Diesel,Third Owner,581873
Hyundai,10373,LPG,First Owner,54122
Nissan,169353,LPG,Third Owner,66838
Renault,23187,Electric,Fourth Owner,335251
MG,70863,Electric,First Owner,591632
Datsun,100927,Diesel,Fourth Owner,369346
Fiat,87085,Diesel,Second Owner,445085
Datsun,120996,Electric,Fourth Owner,194622
Isuzu,42220,Electric,Third Owner,422308
Tata,133503,Diesel,First Owner,279351
Datsun,10642,CNG,Fourth Owner,336603
Isuzu,82971,Diesel,Third Owner,531038
Skoda,58556,CNG,Third Owner,187104
Renault,167832,CNG,Fourth Owner,51825
Tata,41192,Diesel,First Owner,520306
Ford,138453,Petrol,Fourth Owner,491317
MG,153630,Electric,Second Owner,586758
Nissan,33782,LPG,Fourth Owner,315914
Maruti,7782,Diesel,Fourth Owner,208340
Nissan,188784,CNG,First Owner,321102
Volvo,153534,Diesel,Fourth Owner,425950
Renault,63030,Electric,Third Owner,344306
Hyundai,59411,CNG,First Owner,215961
MG,189278,LPG,Third Owner,478993
Toyota,100469,LPG,First Owner,496187
Toyota,49950,LPG,Second Owner,336743
Isuzu,136595,Petrol,Second Owner,348971
Fiat,194998,CNG,Second Owner,261282
Volvo,143749,CNG,Fourth Owner,539428
Volkswagen,149161,Petrol,Second Owner,409511
Volvo,138653,CNG,First Owner,93884
Datsun,145979,Petrol,Second Owner,133162
Tata,139681,Diesel,First Owner,474524
Jeep,185225,Electric,Third Owner,456270
MG,53539,LPG,Fourth Owner,129606
Volvo,178215,Petrol,Third Owner,76250
Ford,25936,Petrol,Third Owner,389535
Datsun,53182,Petrol,Second Owner,351065
Maruti,114259,Diesel,Second Owner,124363
Kia,98042,Petrol,Second Owner,206857
Fiat,16163,Electric,Third Owner,237937
Nissan,193830,Electric,Fourth Owner,146847
Volkswagen,180129,LPG,Fourth Owner,163049
Ford,146609,Diesel,Third Owner,574645
Maruti,25419,Electric,Fourth Owner,309718
MG,176650,CNG,Third Owner,359345
Nissan,124211,CNG,Third Owner,235326
Datsun,125762,CNG,Fourth Owner,394304
Toyota,3834,Petrol,First Owner,597526
Fiat,35214,Petrol,First Owner,406320
Renault,5413,CNG,Second Owner,494194
BMW,12505,LPG,Fourth Owner,291819
Volvo,105802,LPG,Second Owner,507295
Volvo,136177,Petrol,Third Owner,299494
MG,131303,CNG,First Owner,543487
Ford,117897,LPG,Fourth Owner,548099
Kia,61408,Petrol,Fourth Owner,185921
Datsun,171751,CNG,Fourth Owner,205790
Ford,119908,Diesel,First Owner,373121
Jeep,82731,CNG,Second Owner,572912
Mahindra,68131,CNG,First Owner,553869
Renault,67280,Electric,Second Owner,211334
Honda,18762,Electric,Third Owner,440566
Fiat,120798,Diesel,Third Owner,563419
Jeep,119854,Diesel,Second Owner,271043
Isuzu,61703,CNG,Third Owner,84787
Chevrolet,66079,LPG,Third Owner,327833
Honda,24577,Diesel,Fourth Owner,220932
MG,4214,CNG,Fourth Owner,552025
Renault,89339,Petrol,First Owner,380035
Mahindra,51114,Electric,First Owner,232730
Renault,66230,LPG,First Owner,147464
Volkswagen,167052,CNG,Fourth Owner,478546
Isuzu,70194,Petrol,First Owner,130312
Ford,115333,Electric,First Owner,410701
Volkswagen,40792,Petrol,Fourth Owner,446873
Toyota,48807,CNG,Second Owner,420063
Hyundai,128266,Diesel,Fourth Owner,511989
Jeep,156373,Electric,Second Owner,195271
Renault,139213,Petrol,Fourth Owner,554803
Renault,107292,Diesel,First Owner,296229
Tata,125984,LPG,Third Owner,129317
Nissan,16777,CNG,Third Owner,327264
Maruti,41346,CNG,Second Owner,237884
Toyota,57703,Electric,Second Owner,309571
Volkswagen,97977,Petrol,Second Owner,378773
Volkswagen,50819,LPG,Third Owner,120325
Volkswagen,162541,Electric,Second Owner,64332
Hyundai,137917,Electric,Fourth Owner,157716
Renault,113186,Petrol,Fourth Owner,463742
Skoda,26290,LPG,Third Owner,71643
Mahindra,115551,Petrol,Fourth Owner,113128
Toyota,164771,CNG,Second Owner,516606
Isuzu,178324,Diesel,Third Owner,102784
Honda,101682,CNG,Second Owner,428245
Tata,137365,CNG,Fourth Owner,159002
MG,121017,Electric,Second Owner,573897
MG,122496,CNG,Third Owner,67401
Skoda,60089,LPG,Second Owner,294373
Maruti,150680,CNG,Fourth Owner,162046
Toyota,131713,LPG,First Owner,324115
Nissan,19619,Petrol,Third Owner,556911
Honda,81006,Electric,Second Owner,400162
Volkswagen,17779,LPG,Third Owner,304572
Datsun,185112,CNG,Second Owner,590853
Kia,190397,Electric,First Owner,581117
MG,24630,Electric,Fourth Owner,306680
Fiat,108575,LPG,Second Owner,126023
Kia,118436,LPG,Second Owner,478651
Chevrolet,146250,Diesel,First Owner,131823
Volkswagen,154007,Diesel,Third Owner,491192
Ford,181330,Electric,Fourth Owner,522415
Tata,25784,Diesel,Second Owner,583464
Hyundai,197794,CNG,Second Owner,307505
Datsun,157099,Petrol,Fourth Owner,409512
Toyota,191925,Electric,First Owner,462905
Chevrolet,115167,Petrol,Third Owner,199671
Kia,70359,Diesel,Fourth Owner,132045
Honda,81608,LPG,Third Owner,216460
Honda,18111,Electric,First Owner,431047
Fiat,166384,Diesel,First Owner,386880
Tata,27161,CNG,Fourth Owner,337933
Datsun,121920,Electric,Second Owner,530683
MG,107823,Electric,First Owner,532505
BMW,128014,LPG,First Owner,345608
Nissan,133466,Electric,Fourth Owner,248878
Toyota,70313,LPG,Fourth Owner,568936
Tata,184446,Diesel,Fourth Owner,262668
Maruti,158086,CNG,First Owner,289103
BMW,83308,CNG,Third Owner,419453
Jeep,49389,Electric,First Owner,173189
Fiat,152233,Electric,Fourth Owner,141123
Datsun,110800,Diesel,Second Owner,267912
Skoda,141562,LPG,Second Owner,340530
MG,122547,CNG,Fourth Owner,406979
Kia,27502,LPG,Second Owner,329684
Fiat,38757,Diesel,First Owner,186659
Renault,44111,CNG,Third Owner,526964
Hyundai,101273,CNG,First Owner,139792
Ford,61645,Petrol,Fourth Owner,453485
Tata,113218,Diesel,First Owner,56088
Mahindra,62055,Diesel,Second Owner,412793
Maruti,122815,Petrol,First Owner,92044
Mahindra,143070,LPG,Third Owner,191615
BMW,162978,Petrol,Second Owner,53005
MG,104026,Diesel,Third Owner,349347
Jeep,73192,LPG,Third Owner,328364
Jeep,184549,CNG,Third Owner,158991
Nissan,170973,Petrol,First Owner,82696
Toyota,55021,LPG,First Owner,572779
Volkswagen,32092,LPG,First Owner,181148
Mahindra,135314,LPG,First Owner,416200
Toyota,109843,Petrol,Second Owner,200018
Fiat,135903,CNG,First Owner,526708
Volvo,53721,LPG,Second Owner,425442
Renault,31511,Petrol,Third Owner,504747
Nissan,75782,Diesel,Second Owner,481954
Skoda,100003,Petrol,Fourth Owner,221792
Maruti,152374,Petrol,First Owner,406817
Skoda,58568,Petrol,Fourth Owner,564513
Volkswagen,137304,LPG,Second Owner,324006
Toyota,105062,Petrol,First Owner,118273
Skoda,107301,Diesel,Fourth Owner,419992
Honda,54507,LPG,First Owner,596076
Renault,127277,Diesel,Second Owner,120185
Hyundai,132999,Electric,Fourth Owner,442827
Hyundai,103128,Petrol,Second Owner,432968
Volkswagen,13683,LPG,Fourth Owner,57799
Fiat,26664,LPG,Third Owner,599435
MG,105364,Petrol,Third Owner,388781
Toyota,167244,CNG,Third Owner,70914
Skoda,67340,CNG,Third Owner,321759
Renault,90236,Diesel,Third Owner,100785
Ford,14017,Petrol,Second Owner,400733
BMW,39613,Petrol,Third Owner,281129
Isuzu,33348,Electric,Second Owner,501027
Nissan,150520,CNG,Third Owner,391161
Fiat,12491,CNG,First Owner,359042
Renault,124070,Petrol,Third Owner,439911
Datsun,61759,Diesel,First Owner,367649
MG,178625,Petrol,Second Owner,126031
Mahindra,135040,Diesel,Third Owner,141818
Kia,3368,CNG,Fourth Owner,435096
Kia,38010,Electric,Second Owner,574434
Volkswagen,188226,LPG,Third Owner,484781
Volvo,38851,CNG,Second Owner,159822
Nissan,125761,Diesel,Fourth Owner,282798
Volkswagen,159568,Petrol,Third Owner,52594
Skoda,130152,CNG,Fourth Owner,238727
Skoda,165008,Electric,Third Owner,470647
Toyota,81858,Diesel,First Owner,263756
Fiat,70005,Petrol,Second Owner,552912
Nissan,40493,LPG,Fourth Owner,509187
Nissan,170462,Diesel,Second Owner,525270
Maruti,13292,Petrol,Fourth Owner,537242
Datsun,95377,LPG,Second Owner,372195
Fiat,162437,Petrol,Second Owner,511118
BMW,151279,LPG,Second Owner,390047
Tata,104735,LPG,First Owner,381095
Fiat,25912,LPG,Third Owner,256840
Renault,83771,Petrol,First Owner,210111
Chevrolet,190644,LPG,Second Owner,87459
Isuzu,110293,Diesel,Fourth Owner,188741
Datsun,102083,Electric,Second Owner,270821
Isuzu,116655,Electric,Third Owner,134985
Ford,153348,LPG,First Owner,269684
BMW,100459,Electric,Third Owner,572522
BMW,139606,Electric,Fourth Owner,249269
Renault,169742,LPG,Third Owner,298738
Nissan,196219,LPG,First Owner,138295
Maruti,114695,Diesel,Fourth Owner,498827
Isuzu,170558,CNG,Third Owner,360085
Tata,199629,Petrol,First Owner,146500
Hyundai,37268,LPG,First Owner,373970
Fiat,110338,LPG,Second Owner,212480
Chevrolet,29336,Electric,Third Owner,174628
Ford,6641,Diesel,Fourth Owner,413109
Tata,90132,Electric,Second Owner,254818
Tata,35959,LPG,Third Owner,83043
Isuzu,147378,LPG,Third Owner,447294
Chevrolet,180254,Electric,Fourth Owner,103906
Kia,77123,LPG,Second Owner,585425
Chevrolet,190398,CNG,Second Owner,341494
Volkswagen,24498,Petrol,Fourth Owner,316842
Honda,73198,Petrol,Second Owner,180119
Tata,30197,Petrol,First Owner,60165
Skoda,154791,CNG,Fourth Owner,181866
MG,111775,LPG,Third Owner,456862
Volkswagen,28032,Electric,Fourth Owner,342880
Nissan,62624,Diesel,First Owner,283689
MG,81177,LPG,Fourth Owner,66211
Maruti,44964,CNG,Third Owner,136665
Datsun,164100,CNG,Third Owner,461037
Jeep,114030,Petrol,Fourth Owner,390632
Nissan,57646,LPG,Fourth Owner,517799
Volkswagen,84187,Petrol,First Owner,208025
Isuzu,142608,Diesel,First Owner,440014
Nissan,120399,Petrol,Third Owner,68277
MG,59747,Diesel,Second Owner,567282
Tata,48712,CNG,Second Owner,465844
Renault,140345,Petrol,Second Owner,394390
Jeep,74820,Petrol,Second Owner,527536
Toyota,128342,Electric,Third Owner,434938
Honda,94228,CNG,Second Owner,250886
Jeep,77353,Electric,Second Owner,496918
MG,95091,Diesel,Fourth Owner,309717
Nissan,88914,Diesel,Second Owner,54015
Ford,184902,CNG,Fourth Owner,530588
Isuzu,109718,Diesel,Third Owner,370956
Volvo,151199,CNG,Fourth Owner,582114
Tata,14539,Diesel,First Owner,59201
Isuzu,180833,LPG,Fourth Owner,69941
Tata,49219,Petrol,Second Owner,108418
Toyota,148764,LPG,Fourth Owner,353685
MG,16334,CNG,Fourth Owner,493155
Volvo,162687,CNG,Third Owner,120422
Hyundai,10903,LPG,Third Owner,430213
Datsun,162599,Petrol,Second Owner,205022
Nissan,149701,Petrol,First Owner,201714
Nissan,61008,Electric,First Owner,509722
Jeep,102318,Diesel,Fourth Owner,91607
Hyundai,160780,Electric,First Owner,474504
Hyundai,144932,Petrol,Third Owner,424261
Skoda,151510,LPG,Second Owner,395009
Volkswagen,70300,Diesel,Second Owner,570880
Kia,132263,LPG,Third Owner,588738
Skoda,23842,Electric,Second Owner,117583
Toyota,194285,CNG,Fourth Owner,387044
Fiat,45372,LPG,Second Owner,530324
Maruti,117316,Electric,First Owner,77663
Nissan,101971,Electric,Second Owner,449949
Mahindra,41744,Electric,Second Owner,412105
Datsun,119082,CNG,Third Owner,213073
BMW,60442,CNG,Third Owner,190401
Isuzu,132070,CNG,First Owner,440523
MG,88990,Diesel,Third Owner,180705
Renault,124670,CNG,First Owner,304928
Ford,109917,CNG,Fourth Owner,326386
Kia,6650,CNG,First Owner,148901
Toyota,48117,LPG,Second Owner,470349
Ford,94244,CNG,First Owner,205812
Kia,186844,Diesel,Fourth Owner,412772
Nissan,6190,Electric,Second Owner,80976
Kia,51113,LPG,First Owner,221139
Skoda,142861,Petrol,Third Owner,61231
Hyundai,35125,CNG,Third Owner,184400
Skoda,133000,Electric,Third Owner,295900
Jeep,151531,Electric,First Owner,75261
Ford,169490,LPG,First Owner,337406
Honda,114904,Petrol,Fourth Owner,446496
MG,181157,Diesel,Second Owner,212814
Volkswagen,21768,Electric,Second Owner,53590
Volkswagen,184033,Electric,Second Owner,428870
Kia,84099,Electric,Second Owner,231298
Toyota,161957,Electric,First Owner,63570
Renault,90421,LPG,First Owner,281601
Hyundai,195154,Petrol,Fourth Owner,556398
Volvo,9895,Electric,Second Owner,438034
Maruti,184383,Diesel,First Owner,456582
Mahindra,74017,Diesel,First Owner,305019
Datsun,26932,CNG,First Owner,424116
Honda,24360,Electric,First Owner,301197
BMW,57847,Electric,Second Owner,176026
BMW,93365,Electric,Second Owner,232206
Honda,88468,Electric,First Owner,377873
Honda,41931,Electric,Third Owner,58164
Datsun,58823,Diesel,Fourth Owner,575407
Mahindra,41032,Petrol,Second Owner,587639
Chevrolet,21807,Petrol,Second Owner,343904
Datsun,145839,CNG,Third Owner,139074
Isuzu,142143,Diesel,Second Owner,540994
Volkswagen,56413,Electric,Third Owner,490844
BMW,160221,Petrol,Third Owner,221811
BMW,18540,LPG,First Owner,79738
Isuzu,73248,LPG,Second Owner,574209
Toyota,113494,LPG,Fourth Owner,298433
Maruti,88435,Electric,Third Owner,359065
Isuzu,22787,Electric,Fourth Owner,434592
Maruti,23982,CNG,First Owner,335725
Volkswagen,25606,CNG,Second Owner,145672
BMW,144222,CNG,First Owner,71485
BMW,115223,LPG,First Owner,273773
Kia,49936,Electric,Fourth Owner,574381
Nissan,96286,LPG,Fourth Owner,78370
Renault,142665,CNG,Third Owner,594038
Renault,151430,Electric,Second Owner,293707
Ford,40381,Diesel,First Owner,298706
Maruti,124465,Petrol,Third Owner,68934
Datsun,31074,Petrol,Third Owner,351269
Hyundai,154667,CNG,First Owner,529757
Volkswagen,47194,LPG,First Owner,526966
Renault,183449,Diesel,Third Owner,241157
Toyota,29853,Electric,First Owner,368687
Ford,76719,LPG,First Owner,389636
Nissan,154733,CNG,Fourth Owner,494802
Volvo,184565,LPG,Second Owner,370168
Honda,121724,CNG,Third Owner,338351
MG,170567,Petrol,First Owner,307091
Volvo,16703,Petrol,Third Owner,271002
Volvo,187152,LPG,Second Owner,207873
Volkswagen,164887,Diesel,Third Owner,158182
Mahindra,163637,Electric,Third Owner,527158
Fiat,197393,CNG,Third Owner,533430
Mahindra,120491,Electric,Fourth Owner,342112
Skoda,61453,Petrol,Second Owner,562115
Ford,91478,Diesel,Second Owner,300714
Chevrolet,36161,Diesel,Third Owner,304055
Toyota,190063,Electric,Third Owner,447871
Kia,117296,Petrol,Second Owner,527210
BMW,143788,Electric,First Owner,140638
Fiat,36349,LPG,Fourth Owner,546392
Isuzu,50098,Diesel,Second Owner,115896
BMW,111435,Diesel,Third Owner,251207
Volkswagen,134204,LPG,First Owner,486152
Skoda,54990,Petrol,First Owner,543597
Renault,71921,Diesel,First Owner,325894
Jeep,170610,CNG,Fourth Owner,231613
Volvo,103572,CNG,Fourth Owner,598634
Jeep,10213,Petrol,Second Owner,301731
Mahindra,127693,LPG,Second Owner,53514
Chevrolet,178295,Electric,Second Owner,599126
Chevrolet,94655,Petrol,Second Owner,109207
Toyota,71371,Electric,Third Owner,66385
Fiat,71274,Petrol,Fourth Owner,199389
Honda,110853,CNG,First Owner,74881
Ford,7134,LPG,Third Owner,423905
Maruti,94428,CNG,Second Owner,279905
Honda,42601,LPG,Second Owner,562527
Fiat,76889,Electric,Third Owner,471171
Skoda,18690,Petrol,First Owner,108308
Toyota,4909,Diesel,Fourth Owner,422659
Hyundai,94239,Diesel,Fourth Owner,239086
Kia,83032,LPG,First Owner,561972
Toyota,15062,LPG,Fourth Owner,303267
Honda,78386,CNG,Second Owner,417401
Hyundai,168803,Diesel,Second Owner,399117
Datsun,139225,CNG,Second Owner,109596
BMW,144553,Electric,Second Owner,560576
Volkswagen,102270,Diesel,First Owner,594716
Ford,69425,Electric,Fourth Owner,112160
Renault,197672,Petrol,Fourth Owner,509387
Tata,87981,CNG,Third Owner,300894
Ford,107470,LPG,First Owner,392873
Kia,162277,Diesel,Fourth Owner,110843
Skoda,91887,CNG,Fourth Owner,466219
Mahindra,84542,LPG,Third Owner,392313
Mahindra,178221,Petrol,Second Owner,485293
Tata,52112,Diesel,Fourth Owner,122981
BMW,145012,Electric,Second Owner,377717
Honda,62010,Petrol,Third Owner,209941
Volvo,27485,LPG,Fourth Owner,283151
Fiat,92299,Diesel,Second Owner,529221
Toyota,108584,Diesel,First Owner,278907
MG,135139,Petrol,Second Owner,176283
Tata,23607,Diesel,Second Owner,337238
Volvo,64597,LPG,Second Owner,584843
Toyota,77554,Petrol,Second Owner,120656
Fiat,182593,Electric,First Owner,433576
Renault,18187,Petrol,Third Owner,493409
Ford,6985,Petrol,Second Owner,447931
Volkswagen,177124,Electric,Second Owner,442838
Isuzu,153635,LPG,Fourth Owner,346306
Ford,181394,CNG,Fourth Owner,151173
Jeep,195317,CNG,First Owner,410002
Volvo,54514,Electric,First Owner,151980
Chevrolet,21608,LPG,First Owner,545241
Jeep,74327,Diesel,Fourth Owner,154122
Fiat,191297,Electric,Second Owner,198455
Toyota,20221,CNG,Fourth Owner,549845
Mahindra,51506,LPG,Third Owner,500615
Jeep,23968,Petrol,First Owner,399152
Skoda,130677,LPG,First Owner,202935
Datsun,162009,LPG,First Owner,572377
Jeep,196507,CNG,Third Owner,195942
Kia,183580,CNG,Second Owner,369631
Kia,175903,Diesel,Second Owner,499167
Hyundai,177005,Diesel,Second Owner,415573
Renault,181379,Electric,First Owner,310637
Datsun,182412,Petrol,Second Owner,486196
Nissan,105951,Diesel,Fourth Owner,288976
Kia,111306,CNG,First Owner,213122
Datsun,46601,LPG,Third Owner,382414
Toyota,75178,Electric,Third Owner,397437
Jeep,162826,Diesel,Second Owner,335282
BMW,177382,LPG,First Owner,262645
Fiat,72893,LPG,Fourth Owner,542356
Ford,89799,Diesel,Fourth Owner,508480
Tata,51367,Petrol,First Owner,567681
Datsun,16201,Petrol,Second Owner,355963
Maruti,136811,Electric,Third Owner,400771
Volvo,16231,Petrol,Third Owner,308312
Toyota,176567,Electric,Fourth Owner,262194
Datsun,155240,CNG,Fourth Owner,210045
Renault,166696,Diesel,Fourth Owner,356534
Hyundai,144707,LPG,Third Owner,362100
Skoda,12964,Electric,Fourth Owner,411523
Fiat,161857,Petrol,Third Owner,326207
Mahindra,15336,Electric,Third Owner,406450
Tata,80475,Electric,Second Owner,525135
Maruti,161484,Petrol,Second Owner,583893
Fiat,85212,Petrol,Second Owner,152756
Mahindra,78379,Diesel,Fourth Owner,166351
Datsun,48591,LPG,Third Owner,258976
Hyundai,64750,Diesel,Fourth Owner,385108
Renault,93648,Diesel,Third Owner,232277
Renault,99134,Petrol,Second Owner,459033
Volkswagen,169526,Petrol,Second Owner,576708
Tata,101537,LPG,Fourth Owner,396592
Tata,65672,Electric,Third Owner,513069
BMW,30228,Diesel,Fourth Owner,568036
BMW,17429,LPG,First Owner,139897
Honda,87294,Diesel,Fourth Owner,174826
Datsun,118577,Electric,Second Owner,107858
Datsun,187087,Diesel,Third Owner,565131
MG,91074,CNG,Third Owner,230161
Jeep,71936,LPG,Fourth Owner,541747
Fiat,60378,Petrol,Second Owner,389136
Volkswagen,40310,Diesel,First Owner,428329
Maruti,104827,LPG,Fourth Owner,485456
Datsun,169328,LPG,Third Owner,264521
Honda,102862,Diesel,Second Owner,298422
Fiat,41889,Petrol,Third Owner,535741
Toyota,54428,Petrol,Third Owner,229508
Toyota,113502,Diesel,Third Owner,534245
Isuzu,171279,LPG,Third Owner,329729
Datsun,53255,Petrol,First Owner,319275
Volvo,108824,Diesel,Second Owner,268565
Nissan,8409,Diesel,Fourth Owner,212008
BMW,45438,Diesel,Second Owner,137081
Honda,10869,LPG,Second Owner,103441
Skoda,190934,Petrol,Second Owner,497814
Chevrolet,28958,LPG,Fourth Owner,586939
Maruti,153840,CNG,Second Owner,335151
